FIPST,STABR,LEAID,LEA_NAME,MSTREET_1,MSTREET_2,MSTREET_3,MCITY,MSTATE,MZIP,MZIP4,LSTREET_1,LSTREET_2,LSTREET_3,LCITY,LSTATE,LZIP,LZIP4,PHONE,LEA_TYPE_TEXT,All Students - American Indian/Alaska Native,All Students - Asian,All Students - Black,All Students - Hispanic,All Students - Two or More Races,All Students - Hawaiian Native / Pacific Islander,All Students - White,All Students,Grant Amount
31,NE,3100010,ANSELMO-MERNA PUBLIC SCHOOLS,750 N CONWAY ST,PO BOX 68,,MERNA,NE,68856,68,750 N CONWAY ST,,,MERNA,NE,68856,68,(308)643-2224,Regular public school district that is not a component of a supervisory union,1,0,5,2,2,0,255,265,
31,NE,3100011,BROKEN BOW PUBLIC SCHOOLS,323 N 7TH AVE,,,BROKEN BOW,NE,68822,1718,323 N 7TH AVE,,,BROKEN BOW,NE,68822,1718,(308)872-6821,Regular public school district that is not a component of a supervisory union,6,4,13,62,21,1,754,861,
31,NE,3100012,CALLAWAY PUBLIC SCHOOLS,101 N NEEDHAM,PO BOX 280,,CALLAWAY,NE,68825,5202,101 N NEEDHAM,,,CALLAWAY,NE,68825,5202,(308)836-2272,Regular public school district that is not a component of a supervisory union,1,1,6,3,1,2,214,228,
31,NE,3100015,CAMBRIDGE PUBLIC SCHOOLS,1003 NELSON ST,PO BOX 100,,CAMBRIDGE,NE,69022,100,1003 NELSON ST,,,CAMBRIDGE,NE,69022,100,(308)697-3322,Regular public school district that is not a component of a supervisory union,0,1,1,12,0,0,342,356,
31,NE,3100016,GRAND ISLAND PUBLIC SCHOOLS,123 S WEBB RD,PO BOX 4904,,GRAND ISLAND,NE,68802,4904,123 S WEBB RD,,,GRAND ISLAND,NE,68803,5110,(308)385-5900,Regular public school district that is not a component of a supervisory union,88,165,491,4928,0,11,4222,9905,
31,NE,3100018,WAUNETA-PALISADE PUBLIC SCHS,214 W WICHITA,PO BOX 368,,WAUNETA,NE,69045,368,214 W WICHITA,,,WAUNETA,NE,69045,368,(308)394-5700,Regular public school district that is not a component of a supervisory union,0,0,1,20,0,0,215,236,
31,NE,3100020,EWING PUBLIC SCHOOLS,416 N SPRUCE ST,PO BOX 98,,EWING,NE,68735,98,416 N SPRUCE ST,,,EWING,NE,68735,98,(402)626-7235,Regular public school district that is not a component of a supervisory union,0,0,0,13,2,0,131,146,
31,NE,3100021,WAVERLY SCHOOL DISTRICT 145,14511 HEYWOOD ST,PO BOX 426,,WAVERLY,NE,68462,426,14511 HEYWOOD ST,,,WAVERLY,NE,68462,426,(402)786-2321,Regular public school district that is not a component of a supervisory union,7,11,14,45,19,1,1929,2026,
31,NE,3100022,NORTH PLATTE PUBLIC SCHOOLS,301 WEST F,PO BOX 1557,,NORTH PLATTE,NE,69103,1557,301 WEST F,,,NORTH PLATTE,NE,69103,1557,(308)535-7100,Regular public school district that is not a component of a supervisory union,19,31,60,624,119,6,3368,4227,
31,NE,3100023,MAXWELL PUBLIC SCHOOLS,415 E HWY 30,PO BOX 188,,MAXWELL,NE,69151,188,415 E HWY 30,,,MAXWELL,NE,69151,188,(308)582-4585,Regular public school district that is not a component of a supervisory union,2,1,6,23,4,0,234,270,
31,NE,3100024,SUTHERLAND PUBLIC SCHOOLS,401 WALNUT,PO BOX 217,,SUTHERLAND,NE,69165,217,401 WALNUT,,,SUTHERLAND,NE,69165,217,(308)386-4656,Regular public school district that is not a component of a supervisory union,2,2,0,25,4,0,324,357,
31,NE,3100025,ELKHORN VALLEY SCHOOLS,601 S MADISON STREET,PO BOX 430,,TILDEN,NE,68781,430,601 S MADISON STREET,,,TILDEN,NE,68781,430,(402)368-5301,Regular public school district that is not a component of a supervisory union,14,1,5,18,1,2,323,364,
31,NE,3100029,SUPERIOR PUBLIC SCHOOLS,601 W 8TH ST,PO BOX 288,,SUPERIOR,NE,68978,288,601 W 8TH ST,,,SUPERIOR,NE,68978,288,(402)879-3258,Regular public school district that is not a component of a supervisory union,3,0,3,13,3,2,414,438,
31,NE,3100034,ASHLAND-GREENWOOD PUBLIC SCHS,1842 FURNAS STREET,,,ASHLAND,NE,68003,1899,1842 FURNAS STREET,,,ASHLAND,NE,68003,1899,(402)944-2128,Regular public school district that is not a component of a supervisory union,4,7,10,33,29,1,805,889,
31,NE,3100041,STANTON COMMUNITY SCHOOLS,1007 KINGWOOD ST,PO BOX 749,,STANTON,NE,68779,749,1007 KINGWOOD ST,,,STANTON,NE,68779,749,(402)439-2233,Regular public school district that is not a component of a supervisory union,2,0,0,9,18,0,382,411,
31,NE,3100046,KEARNEY WEST HIGH SCHOOL,2802 30TH AVE,,,KEARNEY,NE,68845,4035,2802 30TH AVE,,,KEARNEY,NE,68845,4035,(308)338-2011,State agency,10,0,21,16,3,0,29,79,
31,NE,3100047,PINE RIDGE JOB CORPS,15710 HWY 385,,,CHADRON,NE,69337,7505,15710 HWY 385,,,CHADRON,NE,69337,7505,(308)432-8650,State agency,5,40,13,18,0,1,42,119,
31,NE,3100051,GENEVA NORTH SCHOOL,855 NORTH 1ST,,,GENEVA,NE,68361,9547,855 NORTH 1ST,,,GENEVA,NE,68361,9547,(402)759-3164,State agency,3,0,10,9,4,0,7,33,
31,NE,3100059,UNIVERSITY OF NEBRASKA HIGH SCHOOL,1520 N 20TH CIRCLE,PO BOX 888400,,LINCOLN,NE,68588,8400,1520 N 20TH CIRCLE,,,LINCOLN,NE,68588,8400,(402)472-4338,State agency,1,2,1,2,0,0,104,110,
31,NE,3100065,FRANKLIN PUBLIC SCHOOLS,1001 M ST,,,FRANKLIN,NE,68939,1199,1001 M ST,,,FRANKLIN,NE,68939,1199,(308)425-6283,Regular public school district that is not a component of a supervisory union,3,1,2,8,3,0,278,295,
31,NE,3100066,SILVER LAKE PUBLIC SCHOOLS,9405 S LINCOLN AVE,PO BOX 8,,ROSELAND,NE,68973,8,9405 S LINCOLN AVE,,,ROSELAND,NE,68973,8,(402)756-6611,Regular public school district that is not a component of a supervisory union,0,0,1,16,0,1,226,244,
31,NE,3100067,BANNER COUNTY PUBLIC SCHOOLS,200 SCHOOL ST,PO BOX 5,,HARRISBURG,NE,69345,5,200 SCHOOL ST,,,HARRISBURG,NE,69345,5,(308)436-5262,Regular public school district that is not a component of a supervisory union,0,0,1,24,1,0,134,160,
31,NE,3100070,AMHERST PUBLIC SCHOOLS,100 N SYCAMORE,PO BOX 8,,AMHERST,NE,68812,8,100 N SYCAMORE,,,AMHERST,NE,68812,8,(308)826-3131,Regular public school district that is not a component of a supervisory union,0,0,1,11,0,0,372,384,
31,NE,3100071,TEKAMAH-HERMAN COMMUNITY SCHS,112 N 13TH ST,,,TEKAMAH,NE,68061,1044,112 N 13TH ST,,,TEKAMAH,NE,68061,1044,(402)374-2157,Regular public school district that is not a component of a supervisory union,2,4,6,8,4,0,524,548,
31,NE,3100072,LEYTON PUBLIC SCHOOLS,504 MAIN ST,PO BOX 297,,DALTON,NE,69131,297,504 MAIN ST,,,DALTON,NE,69131,297,(308)377-2301,Regular public school district that is not a component of a supervisory union,1,0,0,12,2,2,188,205,
31,NE,3100073,ARNOLD PUBLIC SCHOOLS,405 N HASKELL,PO BOX 399,,ARNOLD,NE,69120,399,405 N HASKELL,,,ARNOLD,NE,69120,399,(308)848-2226,Regular public school district that is not a component of a supervisory union,0,0,5,7,0,0,147,159,
31,NE,3100076,SCRIBNER-SNYDER COMMUNITY SCHS,400 PEBBLE,PO BOX L,,SCRIBNER,NE,68057,549,400 PEBBLE,,,SCRIBNER,NE,68057,549,(402)664-2567,Regular public school district that is not a component of a supervisory union,1,4,2,17,7,0,185,216,
31,NE,3100077,DUNDY CO STRATTON PUBLIC SCHS,400 9TH AVE WEST,PO BOX 586,,BENKELMAN,NE,69021,586,400 9TH AVE WEST,,,BENKELMAN,NE,69021,586,(308)423-2738,Regular public school district that is not a component of a supervisory union,0,0,4,42,3,0,267,316,
31,NE,3100080,ALMA PUBLIC SCHOOLS,515 JEWELL ST,PO BOX 170,,ALMA,NE,68920,170,515 JEWELL ST,,,ALMA,NE,68920,170,(308)928-2131,Regular public school district that is not a component of a supervisory union,1,2,0,12,0,0,307,322,
31,NE,3100082,STUART PUBLIC SCHOOLS,404 E 2ND,PO BOX 99,,STUART,NE,68780,99,404 E 2ND,,,STUART,NE,68780,,(402)924-3302,Regular public school district that is not a component of a supervisory union,0,0,1,2,1,0,175,179,
31,NE,3100085,ST PAUL PUBLIC SCHOOLS,1305 HOWARD AVE,PO BOX 325,,ST PAUL,NE,68873,325,1305 HOWARD AVE,,,ST. PAUL,NE,68873,,(308)754-4433,Regular public school district that is not a component of a supervisory union,0,3,0,23,2,0,661,689,
31,NE,3100088,NORRIS SCHOOL DIST 160,25211 S 68TH ST,,,FIRTH,NE,68358,9732,25211 S 68TH ST,,,FIRTH,NE,68358,9732,(402)791-0000,Regular public school district that is not a component of a supervisory union,10,29,19,115,32,0,2116,2321,
31,NE,3100089,PALMER PUBLIC SCHOOLS,202 COMMERCIAL ST,PO BOX 248,,PALMER,NE,68864,248,202 COMMERCIAL ST,,,PALMER,NE,68864,248,(308)894-3065,Regular public school district that is not a component of a supervisory union,0,0,1,13,0,0,272,286,
31,NE,3100090,BAYARD PUBLIC SCHOOLS,726 4TH AVE,PO BOX 607,,BAYARD,NE,69334,607,726 4TH AVE,,,BAYARD,NE,69334,607,(308)586-1325,Regular public school district that is not a component of a supervisory union,9,0,0,75,7,0,334,425,
31,NE,3100091,FULLERTON PUBLIC SCHOOLS,606 4TH ST,PO BOX 520,,FULLERTON,NE,68638,520,606 4TH ST,,,FULLERTON,NE,68638,520,(308)536-2431,Regular public school district that is not a component of a supervisory union,4,0,2,4,0,0,300,310,
31,NE,3100095,CRETE PUBLIC SCHOOLS,920 LINDEN AVE,,,CRETE,NE,68333,2292,920 LINDEN AVE,,,CRETE,NE,68333,2292,(402)826-5855,Regular public school district that is not a component of a supervisory union,7,49,20,1125,23,3,713,1940,
31,NE,3100096,FRIEND PUBLIC SCHOOLS,501 MAIN ST,PO BOX 67,,FRIEND,NE,68359,67,501 MAIN ST,,,FRIEND,NE,68359,67,(402)947-2781,Regular public school district that is not a component of a supervisory union,4,3,9,6,4,0,230,256,
31,NE,3100097,MORRILL PUBLIC SCHOOLS,411 E HAMILTON,PO BOX 486,,MORRILL,NE,69358,486,411 E HAMILTON,,,MORRILL,NE,69358,486,(308)247-3414,Regular public school district that is not a component of a supervisory union,7,1,3,100,3,0,269,383,
31,NE,3100098,GERING PUBLIC SCHOOLS,1519 10TH ST,,,GERING,NE,69341,2942,1519 10TH ST,,,GERING,NE,69341,2942,(308)436-3125,Regular public school district that is not a component of a supervisory union,44,5,13,640,36,0,1244,1982,
31,NE,3100099,CENTENNIAL PUBLIC SCHOOLS,1301 CENTENNIAL,PO BOX 187,,UTICA,NE,68456,187,1301 CENTENNIAL,,,UTICA,NE,68456,187,(402)534-2291,Regular public school district that is not a component of a supervisory union,0,0,17,16,2,0,412,447,
31,NE,3100105,BRIDGEPORT PUBLIC SCHOOLS,800 Q ST,PO BOX 430,,BRIDGEPORT,NE,69336,430,800 Q ST,,,BRIDGEPORT,NE,69336,430,(308)262-1470,Regular public school district that is not a component of a supervisory union,0,2,1,109,4,0,351,467,
31,NE,3100109,SOUTHERN VALLEY SCHOOLS,43739 HWY 89,,,OXFORD,NE,68967,2711,43739 HWY 89,,,OXFORD,NE,68967,2711,(308)868-2222,Regular public school district that is not a component of a supervisory union,6,2,3,32,2,0,362,407,
31,NE,3100110,SOUTH PLATTE PUBLIC SCHOOLS,610 PLUM ST,PO BOX 457,,BIG SPRINGS,NE,69122,457,610 PLUM ST,,,BIG SPRINGS,NE,69122,457,(308)889-3622,Regular public school district that is not a component of a supervisory union,2,0,4,22,0,0,155,183,
31,NE,3100111,EUSTIS-FARNAM PUBLIC SCHOOLS,504 N INGALL ST,PO BOX 9,,EUSTIS,NE,69028,9,504 N INGALL ST,,,EUSTIS,NE,69028,9,(308)486-3991,Regular public school district that is not a component of a supervisory union,4,0,0,8,5,0,167,184,
31,NE,3100112,LAKEVIEW COMMUNITY SCHOOLS,3744 83RD ST,,,COLUMBUS,NE,68601,8841,3744 83RD ST,,,COLUMBUS,NE,68601,8841,(402)563-2345,Regular public school district that is not a component of a supervisory union,11,6,5,238,11,3,633,907,
31,NE,3100114,LOGAN VIEW PUBLIC SCHOOLS,2163 COUNTY ROAD G,,,HOOPER,NE,68031,1259,2163 COUNTY ROAD G,,,HOOPER,NE,68031,1259,(402)654-3317,Regular public school district that is not a component of a supervisory union,1,1,2,47,8,6,492,557,
31,NE,3100115,NORTH BEND CENTRAL PUBLIC SCHS,1320 WALNUT ST,PO BOX 160,,NORTH BEND,NE,68649,160,1320 WALNUT ST,,,NORTH BEND,NE,68649,5016,(402)652-3268,Regular public school district that is not a component of a supervisory union,0,0,8,16,4,0,611,639,
31,NE,3100116,FREEMAN PUBLIC SCHOOLS,415 EIGHTH ST,PO BOX 259,,ADAMS,NE,68301,259,415 EIGHTH ST,,,ADAMS,NE,68301,259,(402)988-2525,Regular public school district that is not a component of a supervisory union,0,0,4,5,0,0,427,436,
31,NE,3100117,HEARTLAND COMMUNITY SCHOOLS,1501 FRONT ST,,,HENDERSON,NE,68371,8929,1501 FRONT ST,,,HENDERSON,NE,68371,8929,(402)723-4434,Regular public school district that is not a component of a supervisory union,0,0,3,19,3,0,305,330,
31,NE,3100118,FILLMORE CENTRAL PUBLIC SCHS,1410 L STREET,,,GENEVA,NE,68361,1599,1410 L STREET,,,GENEVA,NE,68361,1599,(402)759-4955,Regular public school district that is not a component of a supervisory union,5,1,10,34,11,0,485,546,
31,NE,3100119,NEBRASKA UNIFIED DISTRICT 1,420 E 4TH ST,PO BOX 248,,ORCHARD,NE,68764,248,420 E 4TH ST,,,ORCHARD,NE,68764,248,(402)893-2068,Regular public school district that is not a component of a supervisory union,6,1,9,31,11,0,387,445,
31,NE,3100120,HITCHCOCK CO SCH SYSTEM,312 WEST 3RD,PO BOX 368,,TRENTON,NE,69044,368,318 WEST D,,,TRENTON,NE,69044,368,(308)334-5575,Regular public school district that is not a component of a supervisory union,0,0,0,15,0,0,307,322,
31,NE,3100121,DONIPHAN-TRUMBULL PUBLIC SCHS,302 W PLUM,PO BOX 300,,DONIPHAN,NE,68832,300,302 W PLUM,,,DONIPHAN,NE,68832,300,(402)845-2282,Regular public school district that is not a component of a supervisory union,0,0,4,28,6,0,436,474,
31,NE,3100122,SOUTH CENTRAL NEBRASKA UNIFIED 5,30671 HWY 14,,,FAIRFIELD,NE,68938,2757,30671 HWY 14,,,FAIRFIELD,NE,68938,2757,(402)726-2151,Regular public school district that is not a component of a supervisory union,2,0,10,32,7,2,638,691,
31,NE,3100123,HIGH PLAINS COMMUNITY SCHOOLS,260 S PINE,PO BOX 29,,POLK,NE,68654,29,260 S PINE,,,POLK,NE,68654,29,(402)765-2271,Regular public school district that is not a component of a supervisory union,3,0,3,25,0,0,202,233,
31,NE,3100124,BRUNING-DAVENPORT UNIFIED SYS,106 N JUNIPER AVE,PO BOX 190,,DAVENPORT,NE,68335,190,106 N JUNIPER AVE,,,DAVENPORT,NE,68335,190,(402)364-2225,Regular public school district that is not a component of a supervisory union,0,1,2,7,1,0,174,185,
31,NE,3100125,DILLER-ODELL PUBLIC SCHOOLS,506 PERRY ST,PO BOX 188,,ODELL,NE,68415,188,506 PERRY ST,,,ODELL,NE,68415,188,(402)766-4171,Regular public school district that is not a component of a supervisory union,2,3,0,16,4,0,246,271,
31,NE,3100129,TWIN RIVER PUBLIC SCHOOLS,816 WILLARD AVE,PO BOX 640,,GENOA,NE,68640,640,816 WILLARD AVE,,,GENOA,NE,68640,640,(402)993-2274,Regular public school district that is not a component of a supervisory union,1,3,2,21,7,0,432,466,
31,NE,3100130,CROSS COUNTY COMMUNITY SCHOOLS,1270 123RD RD,PO BOX 525,,STROMSBURG,NE,68666,525,1270 123RD RD,,,STROMSBURG,NE,68666,525,(402)764-5521,Regular public school district that is not a component of a supervisory union,0,0,4,18,0,0,378,400,
31,NE,3100132,THAYER CENTRAL COMMUNITY SCHS,930 EADS AVE,PO BOX 9,,HEBRON,NE,68370,9,930 EADS AVE,,,HEBRON,NE,68370,9,(402)768-6117,Regular public school district that is not a component of a supervisory union,0,3,7,7,0,0,429,446,
31,NE,3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,318 S RIVER AVE,PO BOX 139,,EXETER,NE,68351,139,318 S RIVER AVE,,,EXETER,NE,68351,139,(402)266-5911,Regular public school district that is not a component of a supervisory union,1,0,0,0,0,0,202,203,
31,NE,3100134,WILCOX-HILDRETH PUBLIC SCHOOLS,404 E SAPP ST,PO BOX 190,,WILCOX,NE,68982,190,404 E SAPP ST,,,WILCOX,NE,68982,190,(308)478-5265,Regular public school district that is not a component of a supervisory union,0,0,0,6,5,0,203,214,
31,NE,3100140,CREEK VALLEY SCHOOLS,6TH & HAYWARD,PO BOX 608,,CHAPPELL,NE,69129,608,6TH & HAYWARD,,,CHAPPELL,NE,69129,608,(308)874-2911,Regular public school district that is not a component of a supervisory union,4,0,4,10,4,4,211,237,
31,NE,3100141,EMERSON-HUBBARD PUBLIC SCHOOLS,109 W THIRD ST,PO BOX 9,,EMERSON,NE,68733,9,109 W THIRD ST,,,EMERSON,NE,68733,9,(402)695-2621,Regular public school district that is not a component of a supervisory union,8,1,6,25,0,0,228,268,
31,NE,3100145,NOVA ALTERNATIVE SCHOOL,8502 MORMON BRIDGE RD,,,OMAHA,NE,68152,1929,8502 MORMON BRIDGE RD,,,OMAHA,NE,68152,1929,(402)991-8551,Service agency,,,,,,,,,
31,NE,3100146,BOYS TOWN INTERIM PRG SCHS,13803 FLANAGAN BLVD,,,BOYS TOWN,NE,68010,7505,13803 FLANAGAN BLVD,,,BOYS TOWN,NE,68010,7505,(402)498-7273,Service agency,,,,,,,,,
31,NE,3100147,DOUGLAS COUNTY YOUTH CENTER,1301 S 41ST STREET,,,OMAHA,NE,68105,1862,1301 S 41ST STREET,,,OMAHA,NE,68105,1862,(402)444-4767,Service agency,,,,,,,,,
31,NE,3100150,MORTON SCHOOL,2311 N 60TH ST,PO BOX 94949,,LINCOLN,NE,68509,4949,2311 N 60TH ST,,,LINCOLN,NE,68507,2372,(402)471-1645,Service agency,,,,,,,,,
31,NE,3100151,PATHFINDER ED PRG-LANCASTER CO,1200 RADCLIFF STREET,,,LINCOLN,NE,68512,2506,1200 RADCLIFF STREET,,,LINCOLN,NE,68512,2506,(402)441-6817,Service agency,,,,,,,,,
31,NE,3100152,CHILD GUIDANCE CTR TGH SCHOOL,904 SUMNER,,,LINCOLN,NE,68502,2154,904 SUMNER,,,LINCOLN,NE,68502,2154,(402)434-2670,Service agency,,,,,,,,,
31,NE,3100154,NORTHEAST NE JUVENILE SERVICES,1313 1/2 N MAIN STREET,,,MADISON,NE,68748,50,1313 1/2 N MAIN STREET,,,MADISON,NE,68748,50,(402)454-3955,Service agency,,,,,,,,,
31,NE,3100156,ENVISIONS LEVEL III SCH PROG,407 WEST NORFOLK AVENUE,,,NORFOLK,NE,68701,5234,407 WEST NORFOLK AVENUE,,,NORFOLK,NE,68701,5234,(402)371-1147,Service agency,,,,,,,,,
31,NE,3100157,PERKINS COUNTY SCHOOLS,740 SHERMAN AVE,PO BOX 829,,GRANT,NE,69140,829,740 SHERMAN AVE,,,GRANT,NE,69140,829,(308)352-4735,Regular public school district that is not a component of a supervisory union,9,3,5,30,0,0,372,419,
31,NE,3100160,PATRICK J THOMAS JUVENILE CNTR,9701 PORTAL ROAD,,,PAPILLION,NE,68046,3033,9701 PORTAL ROAD,,,PAPILLION,NE,68046,3033,(402)537-7030,Service agency,,,,,,,,,
31,NE,3100161,PACES-W NE JUVENILE SERVICES,4215 AVENUE I,,,SCOTTSBLUFF,NE,69361,4902,4215 AVENUE I,,,SCOTTSBLUFF,NE,69361,4902,(308)635-3696,Service agency,,,,,,,,,
31,NE,3100162,EPWORTH VILLAGE LEARNING CTR,1822 IOWA AVE,PO BOX 503,,YORK,NE,68467,503,1822 IOWA AVE,,,YORK,NE,68467,503,(402)362-3625,Service agency,,,,,,,,,
31,NE,3100163,CHASE COUNTY SCHOOLS,520 E 9TH ST,PO BOX 577,,IMPERIAL,NE,69033,577,520 E 9TH ST,,,IMPERIAL,NE,69033,577,(308)882-4304,Regular public school district that is not a component of a supervisory union,1,2,1,166,0,0,477,647,
31,NE,3100165,DOUGLAS CO WEST COMMUNITY SCHS,401 S PINE ST,PO BOX 378,,VALLEY,NE,68064,378,401 S PINE ST,,,VALLEY,NE,68064,378,(402)359-2583,Regular public school district that is not a component of a supervisory union,2,7,25,44,21,0,819,918,
31,NE,3100166,UTA HALEE ACADEMY PROGRAM,10625 CALHOUN ROAD,,,OMAHA,NE,68112,34,10625 CALHOUN ROAD,,,OMAHA,NE,68112,34,(402)905-9656,Service agency,,,,,,,,,
31,NE,3100170,GORDON-RUSHVILLE PUBLIC SCHS,810 N OAK ST,PO BOX 530,,GORDON,NE,69343,530,810 N OAK ST,,,GORDON,NE,69343,530,(308)282-1322,Regular public school district that is not a component of a supervisory union,130,0,0,70,75,0,393,668,
31,NE,3100172,WEST HOLT PUBLIC SCHOOLS,1000 N MAIN,PO BOX 457,,ATKINSON,NE,68713,457,1000 N MAIN,,,ATKINSON,NE,68713,457,(402)925-2890,Regular public school district that is not a component of a supervisory union,0,0,1,17,0,0,412,430,
31,NE,3100173,ALTERNATIVES ACADEMY/JOURNEYS,11111 M ST,,,OMAHA,NE,68137,1700,11111 M ST,,,OMAHA,NE,68137,1700,(402)939-4696,Service agency,,,,,,,,,
31,NE,3100174,NEBRASKA YOUTH ACADEMY,4200 W 2ND BLDG 3,,,HASTINGS,NE,68901,9700,4200 W 2ND BLDG 3,,,HASTINGS,NE,68901,9700,(402)462-1971,Service agency,,,,,,,,,
31,NE,3100176,JOHNSON CO CENTRAL PUBLIC SCHS,358 N 6TH,PO BOX 338,,TECUMSEH,NE,68450,338,358 N 6TH,,,TECUMSEH,NE,68450,338,(402)335-3320,Regular public school district that is not a component of a supervisory union,0,4,2,119,13,0,391,529,
31,NE,3100177,NE CORRECTIONAL YOUTH FACILITY,2610 N 20TH ST EAST,,,OMAHA,NE,68110,2730,2610 N 20TH ST EAST,,,OMAHA,NE,68110,2730,(402)636-8690,State agency,,,,,,,,,
31,NE,3100178,SOUTHWEST PUBLIC SCHOOLS,900 COKE ST,PO BOX 187,,BARTLEY,NE,69020,187,900 COKE ST,,,BARTLEY,NE,69020,187,(308)692-3223,Regular public school district that is not a component of a supervisory union,1,0,1,10,5,0,282,299,
31,NE,3100179,HUMBOLDT TABLE ROCK STEINAUER,810 CENTRAL AVE,,,HUMBOLDT,NE,68376,9706,810 CENTRAL AVE,,,HUMBOLDT,NE,68376,,(402)862-2235,Regular public school district that is not a component of a supervisory union,3,0,1,7,7,0,359,377,
31,NE,3100180,WEST BOYD SCHOOL DISTRICT,106 E GREIG ST,PO BOX 109,,SPENCER,NE,68777,109,106 E GREIG ST,,,SPENCER,NE,68777,109,(402)589-1333,Regular public school district that is not a component of a supervisory union,3,0,0,10,10,0,261,284,
31,NE,3100181,ALEGENT/IMMANUEL RTC,6901 N 72ND STREET,,,OMAHA,NE,68122,1709,6845 N 68TH PLAZA,,,OMAHA,NE,68122,1709,(402)572-2040,Service agency,,,,,,,,,
31,NE,3100182,YOUTH LINKS-HEARTLAND FAMILY,4318 FORT STREET,,,OMAHA,NE,68111,,4318 FORT STREET,,,OMAHA,NE,68111,,(402)552-7030,Service agency,,,,,,,,,
31,NE,3100183,HOWELLS-DODGE CONSOLIDATED SCHOOLS,PO BOX 159,PO BOX 159,,HOWELLS,NE,68641,159,417 CENTER STREET,,,HOWELLS,NE,68641,159,(402)986-1621,Regular public school district that is not a component of a supervisory union,1,1,0,33,8,0,205,248,
31,NE,3100184,RIVERSIDE PUBLIC SCHOOLS,124 SOUTH ASH STREET,PO BOX 220,,SPALDING,NE,68665,,124 SOUTH ASH STREET,,,SPALDING,NE,68665,5559,(308)497-2431,Regular public school district that is not a component of a supervisory union,0,0,1,7,5,0,230,243,
31,NE,3100185,CENTRAL VALLEY PUBLIC SCHOOLS,304 NORTH SHANNON STREET,PO BOX 160,,GREELEY,NE,68842,160,304 NORTH SHANNON STREET,,,GREELEY,NE,68842,160,(308)428-3145,Regular public school district that is not a component of a supervisory union,0,3,1,12,6,0,283,305,
31,NE,3100186,OMAHA HOME FOR BOYS SCHOOL,4343 N 52ND ST,,,OMAHA,NE,68104,,5190 SPRAGUE PLAZA,,,OMAHA,NE,68140,,(402)457-7108,Service agency,,,,,,,,,
31,NE,3101992,ELMWOOD-MURDOCK PUBLIC SCHOOLS,300 WYOMING ST,PO BOX 407,,MURDOCK,NE,68407,407,300 WYOMING ST,,,MURDOCK,NE,68407,407,(402)867-2341,Regular public school district that is not a component of a supervisory union,1,1,5,6,4,2,423,442,
31,NE,3102770,ADAMS CENTRAL PUBLIC SCHOOLS,1090 S ADAMS RD,PO BOX 1088,,HASTINGS,NE,68902,1088,1090 S ADAMS RD,,,HASTINGS,NE,68901,1088,(402)463-3285,Regular public school district that is not a component of a supervisory union,6,3,9,18,7,0,870,913,
31,NE,3102790,AINSWORTH COMMUNITY SCHOOLS,520 E 2ND ST,PO BOX 65,,AINSWORTH,NE,69210,65,520 E 2ND ST,,,AINSWORTH,NE,69210,65,(402)387-2333,Regular public school district that is not a component of a supervisory union,10,0,1,16,7,0,428,462,
31,NE,3102820,BOONE CENTRAL SCHOOLS,605 S 6TH,PO BOX 391,,ALBION,NE,68620,391,605 S 6TH,,,ALBION,NE,68620,,(402)395-2134,Regular public school district that is not a component of a supervisory union,6,2,8,21,0,3,558,598,
31,NE,3102880,ALLEN CONSOLIDATED SCHOOLS,126 E 5TH,PO BOX 190,,ALLEN,NE,68710,190,126 E 5TH,,,ALLEN,NE,68710,190,(402)635-2484,Regular public school district that is not a component of a supervisory union,0,0,6,8,0,0,169,183,
31,NE,3102910,ALLIANCE PUBLIC SCHOOLS,1604 SWEETWATER AVE,,,ALLIANCE,NE,69301,2668,1604 SWEETWATER AVE,,,ALLIANCE,NE,69301,2668,(308)762-5475,Regular public school district that is not a component of a supervisory union,85,8,13,331,87,2,939,1465,
31,NE,3103060,ANSLEY PUBLIC SCHOOLS,1124 CAMERON ST,PO BOX 370,,ANSLEY,NE,68814,370,1124 CAMERON ST,,,ANSLEY,NE,68814,,(308)935-1121,Regular public school district that is not a component of a supervisory union,0,0,0,13,0,0,162,175,
31,NE,3103090,ARAPAHOE PUBLIC SCHOOLS,610 WALNUT,PO BOX 360,,ARAPAHOE,NE,68922,360,610 WALNUT,,,ARAPAHOE,NE,68922,360,(308)962-5458,Regular public school district that is not a component of a supervisory union,2,2,0,18,6,0,318,346,
31,NE,3103120,ARCADIA PUBLIC SCHOOLS,320 W OWENS ST,PO BOX 248,,ARCADIA,NE,68815,248,320 W OWENS ST,,,ARCADIA,NE,68815,248,(308)789-6522,Regular public school district that is not a component of a supervisory union,2,0,2,10,0,0,118,132,
31,NE,3103130,ARLINGTON PUBLIC SCHOOLS,705 NORTH 9TH,PO BOX 580,,ARLINGTON,NE,68002,580,705 N 9TH,,,ARLINGTON,NE,68002,580,(402)478-4173,Regular public school district that is not a component of a supervisory union,2,4,5,28,6,0,606,651,
31,NE,3103210,ARTHUR COUNTY SCHOOLS,111 ELM ST,PO BOX 145,,ARTHUR,NE,69121,145,111 ELM ST,,,ARTHUR,NE,69121,145,(308)764-2253,Regular public school district that is not a component of a supervisory union,0,0,0,0,0,0,114,114,
